alltags,category,subcategory,label
6,2,33,5.21
8,5,51,7.95
5,3,38,4.75
9,4,43,4.46
6,3,39,5.39
6,9,73,5.46
11,2,22,10.86
3,10,76,4.09
18,6,56,3.00
14,9,73,7.00
8,7,64,3.81
42,9,70,7.61
13,4,47,6.17
10,4,44,6.23
29,3,41,7.09
20,3,39,7.10
49,9,73,10.07
18,4,47,7.15
44,5,52,6.17
18,7,63,5.13
7,4,47,4.00
29,7,63,7.64
17,1,4,1.58
33,4,48,4.32
19,11,77,5.52
35,4,48,7.29
23,4,47,6.67
23,4,47,6.41
48,1,6,7.13
8,1,4,5.64
28,3,40,4.52
15,4,47,8.79
6,8,68,3.58
7,2,24,5.17
17,1,9,7.39
6,2,23,3.91
70,4,48,7.56
67,10,76,5.81
10,1,5,4.64
5,3,40,3.00
74,2,34,10.38
24,2,32,7.97
53,10,75,5.83
11,9,73,2.81
4,9,73,1.00
3,1,15,3.91
11,9,73,4.58
3,1,5,6.71
65,1,5,11.63
45,3,38,11.87
5,2,32,1.00
65,7,65,7.30
7,2,22,4.00
18,10,75,5.43
22,2,35,11.02
9,5,51,6.15
12,2,23,4.86
49,3,38,5.13
6,10,75,5.55
10,7,65,6.38
22,4,47,6.81
2,2,21,4.64
9,2,23,3.81
7,9,73,6.00
4,9,73,8.89
69,3,38,9.18
19,7,64,5.25
9,5,51,9.79
9,11,77,4.46
4,5,51,6.19
22,8,68,9.22
9,4,43,3.32
12,1,6,9.46
56,2,29,5.29
5,7,67,3.58
12,2,25,9.47
19,2,19,9.02
23,10,75,5.17
22,7,65,6.09
2,4,49,1.58
2,4,46,9.07
9,1,5,5.17
7,3,38,6.52
5,5,50,2.32
58,1,5,7.82
3,4,49,6.11
23,9,73,6.43
25,10,76,3.46
61,2,32,10.40
10,9,73,9.53
3,2,31,5.13
31,8,69,3.17
43,3,39,5.91
38,2,18,6.39
10,2,31,7.75
49,3,40,3.46
9,4,49,4.86
11,1,5,7.48
35,9,70,6.58
6,7,63,6.93
74,11,77,8.71
5,1,5,6.81
16,7,64,7.65
42,10,75,6.38
14,9,71,6.02
60,10,76,1.58
20,2,20,5.75
8,9,73,4.25
9,2,28,4.64
20,2,18,5.52
10,2,22,4.91
17,3,38,10.38
6,7,64,3.32
11,7,63,5.93
8,2,23,4.39
21,9,71,7.03
27,4,44,5.36
10,9,73,4.17
16,7,66,4.95
22,9,73,5.36
9,4,48,7.63
15,10,75,2.00
23,6,56,9.95
13,4,49,5.73
8,8,68,10.40
28,10,76,2.81
6,2,33,4.91
13,6,57,7.34
4,4,47,8.52
9,5,53,9.39
5,11,77,4.91
50,4,47,6.27
48,2,31,7.98
13,2,32,5.43
16,3,39,4.75
11,1,10,2.00
18,1,7,6.44
23,2,18,1.00
31,3,39,8.81
58,1,9,12.17
55,10,75,7.07
22,3,41,6.82
5,1,6,7.42
5,3,40,6.61
31,1,9,6.87
18,3,39,4.39
21,2,27,8.12
40,10,75,6.97
6,2,20,3.58
3,4,47,7.30
1,9,73,4.09
41,4,44,2.32
74,3,38,6.82
8,2,28,11.54
4,6,56,5.83
39,1,5,7.27
15,9,73,3.58
13,2,29,1.00
7,9,72,8.09
74,11,77,9.29
13,1,9,9.94
73,6,60,8.43
23,10,75,4.39
9,2,32,8.89
25,7,64,5.52
12,2,17,6.95
61,5,51,9.70
7,4,47,5.93
10,4,49,5.78
3,3,38,4.91
9,4,49,4.00
64,6,56,12.96
2,4,44,8.83
31,10,76,1.00
17,9,73,7.83
24,10,76,3.58
30,2,31,7.66
16,2,28,5.88
12,4,47,9.32
26,4,44,4.86
15,3,40,6.63
15,2,29,6.75
25,9,73,5.04
3,7,65,5.88
23,4,48,6.66
15,8,68,6.70
10,9,73,4.86
9,4,48,4.46
3,2,34,5.00
17,9,73,7.86
7,2,24,4.32
7,4,46,4.00
69,7,63,10.19
12,7,65,6.29
12,4,44,6.41
34,9,73,11.87
30,7,67,15.95
28,9,72,3.70
5,2,28,4.32
10,2,22,5.91
58,2,24,11.66
8,2,25,6.54
18,1,5,10.77
7,2,25,7.23
22,7,63,4.64
5,1,10,8.62
13,4,47,4.25
21,6,56,9.97
9,2,29,9.92
6,2,20,3.32
30,4,45,7.31
70,4,48,7.30
9,5,51,5.86
61,3,40,9.89
4,5,53,2.58
54,1,11,13.14
12,4,46,5.55
51,1,5,10.66
26,1,9,8.99
13,1,10,7.00
30,10,76,5.17
1,2,27,3.81
9,5,51,3.91
31,9,73,8.75
7,3,38,2.00
10,2,25,5.95
8,1,10,5.73
38,2,17,7.35
40,4,48,5.17
41,1,9,11.77
6,9,73,9.46
20,11,77,6.21
25,2,29,3.70
12,11,77,6.41
27,3,39,9.99
58,6,62,6.00
17,4,45,8.92
7,3,39,8.20
60,2,32,8.82
56,1,2,8.57
14,1,9,5.73
18,9,73,6.29
15,2,27,7.86
7,4,48,11.81
39,6,62,6.27
70,4,48,7.31
6,2,33,5.17
46,7,65,8.49
17,8,68,5.09
18,2,28,9.40
15,2,27,11.27
10,3,39,8.54
10,2,27,5.32
58,6,57,5.64
20,9,73,7.48
17,1,4,4.75
18,3,40,10.41
45,2,29,3.58
18,6,56,9.34
9,4,49,8.71
9,6,58,3.81
7,2,34,4.75
72,1,15,14.38
30,3,38,9.79
6,2,33,4.75
68,1,9,7.25
6,3,38,4.64
27,2,23,6.46
53,10,75,5.29
4,7,65,6.13
5,4,47,5.32
9,4,48,2.58
18,9,73,6.27
59,1,5,7.07
40,4,48,4.17
25,3,38,6.55
57,10,76,2.81
32,8,68,4.64
6,2,24,2.58
18,4,46,2.00
36,2,32,5.00
14,9,73,4.09
30,4,44,5.81
4,2,29,5.43
23,4,47,6.09
6,4,49,4.39
9,2,26,8.70
5,2,22,7.08
10,2,32,9.36
18,4,44,4.81
15,6,56,10.88
27,2,27,4.25
24,2,19,5.58
16,4,47,6.74
10,6,56,9.22
11,4,47,8.03
24,4,46,5.70
35,9,73,7.55
30,5,51,4.17
17,10,76,6.07
7,2,34,4.81
5,1,4,5.00
33,6,56,10.26
51,2,22,7.83
24,2,32,8.97
5,7,65,1.00
5,5,50,2.81
21,2,31,4.91
29,6,56,2.81
29,6,56,10.38
12,3,39,4.58
16,2,22,10.38
7,6,60,7.29
7,4,47,4.86
7,1,15,8.85
6,2,24,3.00
11,10,75,5.83
44,5,51,5.46
21,4,48,3.81
11,2,34,5.70
24,10,75,8.64
15,11,77,9.66
3,4,47,5.75
21,10,76,6.38
5,9,73,6.46
13,7,67,5.61
8,5,51,9.30
6,10,76,2.81
2,4,48,10.70
10,4,44,5.78
3,2,34,4.95
9,4,47,7.01
11,2,28,10.81
25,9,73,4.95
21,9,73,8.18
5,9,73,5.25
9,11,77,4.39
50,1,8,5.83
3,4,47,5.64
28,3,38,9.31
15,7,67,2.58
46,2,30,4.17
20,2,22,7.60
11,2,27,7.79
21,3,40,6.52
9,4,49,6.04
8,3,38,9.19
11,2,25,10.17
19,4,48,4.91
6,4,46,3.32
37,5,51,4.32
9,1,5,8.60
3,1,4,9.04
5,4,49,4.09
21,1,9,8.48
9,2,28,4.75
48,4,45,6.38
2,2,25,4.58
26,1,7,9.04
18,4,44,4.32
7,6,59,4.00
43,2,32,8.21
4,7,63,3.32
30,2,29,4.25
34,4,49,5.83
33,6,58,8.55
4,3,38,1.00
6,1,7,10.25
5,1,9,4.25
11,7,65,4.86
58,2,23,10.02
9,6,55,8.59
8,11,77,1.00
5,4,49,6.85
15,7,63,2.00
15,1,7,10.08
27,4,47,4.32
16,6,56,7.46
7,7,65,5.49
23,5,50,6.60
25,7,65,6.13
15,2,20,2.81
6,2,22,3.58
56,2,30,5.43
13,1,7,8.53
22,1,5,8.67
5,2,32,1.00
7,1,14,4.46
18,9,71,10.82
21,1,6,5.46
5,11,77,4.09
34,4,44,5.29
10,4,44,6.07
43,1,6,4.00
16,1,6,10.19
3,5,53,5.73
38,1,5,5.91
45,5,50,6.41
29,1,2,7.53
15,4,47,6.09
13,3,38,6.44
5,3,40,2.81
6,5,50,1.00
11,2,25,10.06
71,4,48,10.38
17,4,44,3.58
7,4,46,6.39
1,2,28,2.81
6,2,33,4.32
8,4,49,5.13
24,1,8,4.70
6,7,65,7.52
47,1,5,10.04
15,2,17,8.28
21,5,50,4.75
17,4,47,3.00
17,3,38,5.25
6,3,39,6.09
7,2,27,4.58
26,1,1,6.82
48,8,68,8.70
72,10,76,9.34
27,2,27,3.81
2,4,46,9.05
11,9,73,4.81
31,7,65,6.60
8,4,49,8.70
26,9,73,9.18
8,9,73,7.55
15,7,65,6.89
11,1,8,7.25
11,9,73,6.25
27,4,45,7.24
19,1,4,7.79
8,2,23,2.32
4,5,50,6.67
17,9,71,9.05
10,6,56,4.86
7,7,65,5.55
5,3,38,5.70
34,3,39,7.22
7,5,51,5.36
21,2,18,9.35
4,5,51,5.09
17,2,23,4.91
17,11,77,5.13
4,6,58,1.58
69,4,44,5.95
29,2,29,5.09
12,4,47,6.73
6,2,23,6.83
61,4,48,7.95
47,3,38,10.42
10,6,55,6.94
4,4,44,6.81
10,7,64,2.81
44,1,9,11.92
48,4,45,4.81
12,7,66,7.03
10,1,8,10.70
56,3,38,7.52
22,3,40,5.04
58,1,11,8.43
11,7,63,6.38
13,2,32,4.64
58,3,40,5.17
12,2,25,5.00
7,4,49,4.81
48,3,38,4.00
12,3,38,5.75
23,10,75,6.46
16,4,44,7.39
16,2,28,6.04
31,1,8,8.46
16,7,63,5.13
23,3,40,6.71
26,6,57,5.88
45,2,29,3.91
13,1,9,4.09
33,10,75,7.86
12,7,65,10.10
23,10,75,5.29
7,3,38,4.32
11,1,10,9.24
39,1,5,10.25
34,9,73,10.08
7,2,25,8.73
9,4,47,5.61
27,10,75,8.99
8,2,32,5.75
38,2,35,5.32
62,4,45,5.78
27,2,18,7.06
46,2,19,10.51
3,1,4,2.58
12,2,34,4.75
9,2,26,7.78
5,1,9,4.32
49,2,20,4.32
8,2,20,3.91
7,2,28,6.30
27,4,49,6.13
5,2,25,8.50
35,7,64,6.75
20,1,10,5.81
21,3,38,5.70
67,2,29,6.36
24,10,76,3.70
17,1,9,7.53
7,9,73,4.75
3,3,38,4.52
21,6,57,4.17
36,4,46,7.65
11,7,64,9.76
15,1,7,10.71
18,3,39,5.73
23,1,8,5.91
50,4,48,7.15
10,9,73,5.78
15,5,51,3.32
9,2,35,5.83
3,2,32,3.17
7,2,18,8.69
23,3,40,6.86
3,2,28,7.14
24,1,8,8.68
47,9,73,6.25
42,6,56,8.87
36,1,8,7.72
14,2,30,8.70
20,5,50,2.81
48,4,44,6.11
7,1,5,9.35
12,3,39,10.88
6,1,6,5.29
13,1,9,4.95
8,4,47,6.88
6,4,46,4.58
57,3,39,3.32
7,3,39,4.00
21,4,47,4.52
5,1,5,8.11
7,3,38,4.09
5,4,49,3.91
22,2,32,8.07
11,7,63,5.73
9,6,59,5.29
7,4,47,4.00
10,4,47,5.25
27,4,47,6.09
8,11,77,7.57
32,3,39,5.52
7,2,35,4.52
18,4,47,4.32
14,2,30,8.50
15,2,35,7.27
5,2,27,7.36
53,4,48,6.70
15,4,46,5.09
12,7,64,4.75
17,4,48,4.52
10,4,49,4.09
6,7,65,7.79
12,6,56,4.17
70,4,48,6.91
20,9,70,7.20
2,7,65,7.39
27,9,73,8.79
72,2,17,6.64
8,4,47,3.81
5,2,29,1.00
14,1,9,3.58
21,3,39,4.64
26,4,47,6.73
17,2,29,5.95
15,2,25,8.65
18,9,73,5.00
24,4,44,3.00
23,4,48,5.64
8,5,51,6.48
20,7,65,9.76
24,3,41,8.97
1,9,73,5.70
26,4,47,6.85
3,9,71,4.46
14,1,9,6.41
40,2,32,8.89
7,4,47,5.36
42,5,53,7.56
3,5,50,3.58
45,2,19,6.69
43,1,6,4.70
7,2,22,3.58
62,2,17,7.57
9,7,63,10.99
6,3,39,6.64
25,1,9,14.09
26,7,64,7.24
17,2,22,6.83
21,4,47,8.69
22,2,32,5.21
14,10,76,11.85
5,2,31,7.29
6,5,51,1.00
10,8,68,4.81
9,8,68,8.09
70,6,56,8.75
11,1,5,4.81
5,1,8,5.93
6,2,18,5.25
8,9,73,8.87
6,2,18,2.58
25,1,10,8.68
13,9,73,1.00
4,2,22,4.75
5,4,46,5.46
11,7,64,5.21
6,5,50,7.09
5,4,45,7.83
57,9,70,8.16
14,2,18,3.81
16,7,66,5.09
7,9,73,6.19
28,2,16,3.00
35,2,27,9.90
31,3,41,7.23
17,6,60,9.60
7,4,47,4.39
50,2,35,5.98
33,2,18,5.49
27,10,75,10.92
1,9,73,3.46
75,3,40,4.91
6,7,65,4.09
9,2,20,8.34
5,3,40,2.00
10,4,46,7.29
18,9,72,5.36
23,5,53,11.56
26,3,39,5.55
14,1,9,11.89
13,3,39,5.13
15,2,29,3.91
25,2,35,5.73
51,4,45,5.04
6,2,34,4.86
7,10,75,1.58
70,6,56,8.43
9,1,6,9.63
9,10,75,7.67
6,2,19,7.49
6,4,47,1.00
28,2,22,12.10
3,4,44,8.43
16,1,8,6.23
5,4,49,3.58
27,7,67,11.33
4,5,51,4.17
10,1,5,6.92
6,8,68,6.13
30,3,39,4.58
13,6,62,7.48
24,4,47,3.46
9,5,52,4.17
57,9,70,7.54
28,4,47,10.74
13,2,22,11.76
58,4,44,6.61
57,9,70,8.95
3,6,56,5.00
11,4,47,8.29
11,10,75,6.29
4,2,20,5.81
5,4,46,6.44
16,11,77,6.71
2,1,6,4.39
19,1,10,9.34
16,5,50,7.88
6,1,6,5.21
16,10,76,6.30
14,7,66,6.60
18,4,47,4.32
17,10,75,4.86
56,4,47,10.46
2,4,49,4.00
17,6,55,8.67
11,10,76,2.58
10,4,47,4.25
1,2,27,4.00
11,11,77,4.00
17,6,56,6.64
19,2,28,7.01
11,7,63,4.70
10,2,25,10.75
4,4,47,6.67
13,3,38,6.49
65,4,45,9.41
3,5,53,4.70
8,7,63,7.35
4,2,18,5.95
3,6,55,2.58
9,6,56,6.15
8,10,75,4.91
28,10,76,5.61
4,2,18,3.58
7,4,47,4.52
11,10,75,4.86
17,3,40,6.77
22,9,73,8.51
30,2,29,3.58
9,7,66,2.58
20,2,32,9.58
5,2,34,5.95
32,6,57,3.70
6,2,25,4.46
3,3,38,6.89
10,2,26,10.73
42,2,23,5.17
2,4,49,2.58
10,2,32,4.52
9,7,64,3.70
4,2,25,11.64
74,1,6,7.52
16,4,48,7.87
9,4,48,3.91
32,10,76,4.00
14,2,18,3.17
58,2,32,4.00
15,1,6,5.25
7,2,28,8.46
9,6,58,4.39
5,5,54,3.17
61,1,8,10.98
56,2,22,4.75
14,6,60,3.46
33,6,56,10.03
18,2,32,6.39
58,1,5,7.33
13,2,32,2.00
11,3,38,3.91
7,4,47,4.17
58,2,29,6.46
17,2,25,5.46
52,9,70,7.99
28,2,32,7.18
18,4,46,7.90
52,1,8,6.48
20,6,58,5.88
11,4,47,6.61
28,2,34,5.32
5,2,21,7.89
8,2,18,6.00
9,5,51,6.00
2,3,40,2.32
3,4,49,4.17
54,6,57,8.10
21,4,48,7.58
57,9,70,7.43
26,9,73,9.67
10,1,5,11.16
24,7,67,4.46
70,6,56,8.19
9,4,47,7.55
15,9,73,10.63
14,9,73,4.00
39,2,23,9.38
35,2,17,7.24
63,2,19,9.52
12,4,46,6.43
7,3,38,7.68
11,10,75,5.86
41,2,20,6.86
6,9,73,4.00
7,5,50,6.88
20,3,38,2.00
35,9,70,6.89
19,2,27,4.91
19,11,77,4.09
40,1,4,5.61
2,7,65,2.81
31,8,68,8.32
54,2,17,6.85
5,1,2,13.85
56,4,49,10.56
11,9,70,5.67
10,2,23,6.11
20,7,64,5.46
9,3,39,9.32
26,9,73,10.06
55,10,75,6.63
21,9,73,4.32
12,1,5,8.74
25,5,50,7.12
3,4,48,5.88
7,4,48,4.91
2,9,72,3.17
11,6,56,3.81
43,4,43,3.58
32,10,75,6.13
17,1,6,3.70
26,4,44,7.12
49,2,32,6.54
6,11,77,2.32
24,4,44,3.00
24,2,29,10.97
37,4,49,4.00
20,5,50,5.21
9,6,55,4.39
19,9,73,9.93
46,4,44,7.00
10,1,9,9.20
28,5,51,6.82
4,7,63,2.81
47,4,45,7.71
5,5,53,5.13
8,3,39,8.43
12,10,75,7.16
6,1,7,6.09
7,7,63,6.81
13,7,65,4.86
26,4,44,6.93
6,2,33,5.17
8,9,73,7.31
6,2,20,3.46
5,5,51,3.81
33,4,45,6.86
21,1,7,9.70
16,4,46,5.46
11,3,38,8.05
16,4,46,4.91
7,4,47,6.21
26,9,2,11.59
4,4,48,8.36
5,9,73,7.04
49,3,40,9.08
8,1,7,4.46
2,2,21,4.58
10,7,65,5.86
23,3,38,8.06
8,7,63,4.09
4,4,47,10.96
10,6,55,5.39
9,6,55,6.66
30,10,75,8.51
75,2,29,5.21
18,4,47,7.02
5,7,65,3.17
37,2,35,11.66
11,2,32,4.46
10,9,71,3.17
23,1,10,7.78
8,4,48,4.52
7,5,53,3.00
17,2,25,7.85
8,2,29,3.00
2,5,53,8.56
2,3,39,10.48
11,10,76,2.00
9,2,26,8.65
61,1,6,6.49
14,6,59,6.39
9,2,28,4.32
34,1,6,7.38
4,9,73,1.58
8,6,56,8.81
30,9,70,6.63
6,2,29,8.22
26,2,22,6.91
19,7,65,5.29
5,9,73,4.32
23,1,5,7.83
8,3,39,6.51
48,4,45,4.52
58,9,72,4.86
7,4,49,5.13
46,2,29,8.84
6,6,60,9.27
9,3,41,2.58
7,4,45,6.69
6,3,38,2.00
22,7,65,4.58
46,6,59,11.92
10,1,5,6.60
5,4,49,3.81
19,1,5,6.39
14,6,56,9.84
23,4,48,6.57
11,6,59,6.32
19,2,32,6.29
3,1,8,5.36
7,9,73,3.46
10,6,62,7.55
48,9,72,5.83
6,2,33,9.83
7,4,46,4.70
10,6,62,7.71
52,9,70,7.99
49,2,22,6.09
19,1,5,12.68
36,2,29,5.70
36,2,18,7.65
5,5,53,7.32
17,1,5,5.98
22,4,47,7.16
61,2,23,5.55
34,2,29,5.39
7,7,65,3.46
8,5,51,6.43
51,4,46,4.70
57,1,5,16.28
10,6,62,3.17
47,4,44,8.31
4,2,33,9.65
3,2,28,7.02
10,2,28,5.55
26,7,66,3.58
27,2,29,5.78
6,3,40,3.81
15,6,59,3.91
15,2,29,4.09
36,4,46,8.40
11,2,31,9.00
12,4,47,7.32
40,3,40,13.64
15,6,56,3.32
61,2,32,5.70
9,11,77,7.13
23,2,29,7.04
45,3,39,7.60
3,9,73,9.38
27,2,18,7.85
4,1,5,7.88
8,10,76,5.32
43,5,50,6.71
23,9,73,7.30
14,4,47,6.79
20,9,70,5.64
20,3,39,7.09
19,4,44,9.83
8,3,38,4.32
27,1,9,3.70
5,4,47,3.91
44,4,47,7.34
24,10,76,2.81
19,7,65,5.58
33,4,45,6.94
44,3,39,3.00
63,2,19,9.41
22,8,68,5.67
12,2,34,6.09
65,3,39,9.20
20,5,50,6.13
43,9,73,11.30
6,4,48,3.00
31,1,5,9.71
26,9,73,9.87
31,3,41,8.91
28,2,34,5.29
58,3,40,5.49
20,6,59,4.32
12,6,55,7.35
74,11,77,9.36
7,4,47,4.39
28,3,39,3.46
21,4,44,8.11
25,2,28,7.85
68,7,66,11.12
1,6,62,3.32
22,1,8,9.68
9,5,53,6.21
44,10,75,4.58
28,2,28,6.17
13,6,62,7.68
5,7,63,3.32
17,9,70,10.78
5,1,4,4.64
49,3,38,5.13
32,1,3,7.21
68,1,11,8.63
8,2,25,8.07
16,4,43,6.94
43,4,43,3.46
25,4,48,8.65
18,1,8,7.99
3,11,77,6.41
11,10,75,8.69
21,10,75,7.85
16,3,39,7.55
12,7,64,6.13
9,1,11,7.41
13,9,73,9.52
13,2,25,7.04
9,2,21,3.70
62,1,9,4.32
24,3,39,7.73
2,7,65,4.46
41,4,47,10.58
32,3,39,4.32
11,10,75,5.32
14,10,75,6.71
7,11,77,4.70
3,9,73,5.21
7,4,47,4.39
11,3,39,8.51
1,9,73,6.09
64,3,40,6.11
30,7,67,15.72
39,10,75,4.17
10,5,51,4.25
4,2,23,5.46
5,1,6,5.81
26,3,39,6.15
49,2,29,9.66
24,4,46,7.14
3,5,51,1.58
31,3,38,10.27
12,2,33,6.15
11,3,38,9.75
16,2,19,5.64
34,2,29,5.25
7,2,18,9.26
10,3,40,1.58
53,7,65,8.78
22,2,30,7.14
20,5,50,9.22
15,4,47,9.38
9,3,38,8.04
22,4,46,6.64
29,5,50,7.02
30,2,32,6.75
8,5,51,6.83
52,9,70,7.89
69,3,40,7.55
9,2,28,4.17
43,7,63,9.80
19,3,38,5.49
20,4,46,7.27
7,4,46,4.25
11,4,46,5.73
31,2,19,7.26
12,5,51,2.81
25,7,65,8.23
40,7,65,6.64
18,1,8,3.58
10,3,39,6.00
14,2,32,11.21
28,2,22,6.17
21,11,77,7.14
22,11,77,7.23
16,3,40,3.00
14,2,19,6.52
5,1,5,6.38
47,10,76,6.75
7,2,18,8.83
50,1,4,6.83
14,2,30,7.02
4,4,47,5.61
22,2,22,6.92
7,4,47,5.00
5,9,70,6.17
14,11,77,1.58
17,4,48,5.49
4,9,72,3.58
3,9,73,6.58
23,5,53,4.86
53,1,4,7.01
23,9,73,8.82
42,9,70,7.58
75,9,73,12.61
3,3,38,4.64
6,4,49,5.52
17,7,67,10.28
26,4,47,6.75
31,2,22,7.06
18,7,65,4.81
7,4,47,5.17
6,4,48,8.81
3,2,23,4.52
2,3,39,9.83
57,2,29,5.58
12,4,45,7.34
1,3,39,6.81
27,4,48,8.14
24,6,56,5.52
28,7,63,5.29
41,2,22,8.89
4,7,66,6.15
24,6,62,10.55
3,2,20,4.09
12,3,39,3.17
22,4,49,9.53
5,9,73,5.21
8,2,33,5.49
14,2,25,7.04
44,1,5,7.65
26,4,44,6.97
53,10,75,5.52
12,2,23,6.97
8,7,65,3.81
46,4,46,7.31
13,4,47,7.30
3,6,56,5.25
32,3,40,4.95
15,10,76,6.38
38,5,51,7.00
29,1,4,10.26
23,1,8,8.10
24,4,48,6.32
6,2,34,4.64
8,9,73,3.58
67,3,40,6.00
53,10,75,6.25
9,1,5,7.22
13,1,4,11.75
8,2,26,7.88
14,1,8,12.67
25,7,64,5.04
69,2,32,5.58
8,7,63,6.17
38,9,71,5.13
7,4,48,4.75
26,9,73,10.00
10,2,26,7.48
3,3,38,4.32
29,2,34,5.17
70,6,62,8.11
30,3,38,12.47
6,2,35,2.81
9,1,4,6.15
6,5,53,5.55
64,9,70,8.28
44,6,55,7.17
24,10,76,5.61
26,5,50,4.58
7,1,9,2.81
24,3,39,7.52
16,2,17,6.77
30,6,60,9.00
20,10,75,8.02
66,1,5,9.02
3,7,67,4.39
14,1,4,5.91
36,2,25,10.80
69,3,38,9.82
46,4,48,5.46
12,10,76,3.00
21,4,47,5.00
17,7,64,4.75
9,1,6,3.81
69,6,59,6.85
45,4,48,5.73
5,10,75,2.32
6,3,39,6.60
50,2,22,4.09
2,3,40,2.00
11,8,68,3.17
60,1,5,5.32
2,9,72,1.00
18,2,22,5.88
10,4,46,6.61
13,3,38,6.99
14,11,77,6.60
7,2,28,7.85
17,5,50,7.12
4,3,38,5.25
24,4,45,4.75
8,7,67,3.58
14,2,32,9.35
4,5,51,5.78
4,9,73,2.32
37,4,49,3.91
5,10,76,5.46
12,4,47,9.84
24,3,39,11.92
8,2,20,4.00
3,4,44,10.96
9,2,28,5.52
10,4,49,4.39
29,3,38,4.91
37,2,29,8.09
24,1,5,5.52
31,4,48,6.73
4,2,35,7.78
12,2,28,4.09
5,4,46,9.14
31,2,22,7.53
27,7,65,4.86
10,2,22,6.78
12,4,44,7.80
27,10,75,5.29
21,2,32,10.06
75,6,56,7.50
16,3,38,5.52
12,7,63,8.52
28,2,18,9.27
65,2,28,7.77
6,1,5,7.29
7,2,24,4.91
10,4,44,5.78
69,4,44,6.11
7,4,47,8.99
5,2,23,4.09
7,4,47,7.92
13,4,47,4.09
12,7,65,6.52
38,2,28,5.55
14,1,9,4.81
23,1,9,5.13
43,7,65,8.02
5,4,48,2.58
72,1,8,11.62
17,3,39,4.86
3,4,47,2.81
22,4,47,5.43
18,1,6,6.60
18,3,38,7.37
18,4,44,5.49
5,2,33,5.36
14,9,73,4.25
5,3,39,8.21
11,2,25,10.41
63,9,73,7.92
2,2,18,4.39
9,1,11,5.39
33,7,64,4.86
14,5,52,6.15
19,9,73,8.03
2,2,28,3.32
18,4,47,8.19
22,11,77,7.47
46,10,75,6.63
24,3,39,2.81
7,2,35,5.32
25,2,29,3.81
10,1,7,8.48
5,2,31,4.00
63,9,73,7.24
72,1,4,7.20
28,5,50,2.81
34,2,17,6.29
25,2,35,5.98
18,1,9,6.99
8,2,31,6.48
15,5,51,6.07
18,1,7,6.77
74,6,59,3.32
17,2,23,6.29
70,4,48,7.30
11,2,27,7.86
2,2,22,2.58
6,1,5,7.69
22,4,45,6.88
10,4,43,5.91
7,4,48,6.07
24,1,7,7.80
53,9,73,9.06
22,6,55,8.47
5,3,40,2.00
37,4,47,6.61
53,4,44,5.09
35,2,27,6.02
54,1,5,10.55
7,2,24,3.70
8,11,77,4.70
7,4,46,6.32
11,6,59,4.39
16,6,58,5.04
10,1,5,8.54
36,6,55,5.81
2,11,77,3.00
10,4,44,5.81
40,1,8,9.42
5,2,34,8.07
13,8,68,7.36
18,1,10,8.55
19,2,21,8.34
6,4,47,3.81
3,4,47,5.36
31,2,22,3.70
17,1,7,7.99
8,3,41,5.75
25,9,71,3.91
13,8,68,4.75
11,2,33,3.70
3,4,46,4.09
3,2,34,4.95
34,2,32,5.75
5,2,28,2.32
21,1,8,9.73
58,4,44,6.58
6,5,50,1.00
50,2,17,11.62
21,1,5,10.76
54,2,17,6.82
10,1,4,5.49
6,4,48,6.67
6,6,59,3.17
19,1,7,7.18
36,7,64,7.17
7,10,76,4.09
19,2,18,9.95
23,10,76,9.79
10,4,48,5.73
11,10,76,3.91
18,1,4,9.77
7,4,46,3.70
10,7,64,5.61
4,4,48,2.81
14,1,5,4.17
19,4,48,9.85
18,4,47,7.29
10,8,68,5.13
13,9,73,7.16
21,2,34,3.00
54,1,11,13.93
9,3,38,8.04
27,1,9,5.95
51,9,70,7.20
21,6,57,4.00
25,9,73,9.17
29,2,32,7.08
11,6,59,4.17
17,6,59,9.09
61,2,29,8.82
34,4,49,7.11
31,10,76,8.20
22,3,39,5.61
4,11,77,2.00
5,4,46,5.25
6,2,23,7.24
2,2,21,5.49
18,2,27,4.81
3,3,38,4.70
21,7,67,8.88
8,1,10,5.49
12,1,4,4.17
10,2,22,6.51
20,10,76,4.91
10,1,6,7.00
14,4,46,6.99
56,2,22,4.70
7,10,75,10.43
13,5,53,6.67
4,2,31,3.70
44,4,48,5.58
7,4,49,4.64
10,1,4,4.58
9,2,19,6.60
42,1,8,7.10
7,4,49,5.09
29,2,22,10.94
10,4,49,4.39
20,7,65,4.91
3,11,77,7.28
9,2,24,5.67
18,1,8,10.49
50,1,6,5.78
22,2,32,5.25
26,5,50,4.75
8,1,11,4.00
9,5,52,3.81
4,2,31,2.32
38,2,29,3.58
15,4,48,2.81
72,5,50,12.95
60,10,76,10.95
19,2,23,4.58
15,6,62,9.76
22,2,32,8.02
4,4,47,5.17
7,6,55,6.85
10,4,43,5.95
24,6,55,9.45
10,3,39,6.55
39,2,22,9.18
11,11,77,3.91
20,5,50,6.02
3,5,52,1.00
40,1,11,8.27
7,9,70,5.21
16,6,62,10.73
9,6,55,8.71
14,3,39,3.32
50,2,27,10.92
5,3,40,3.32
16,2,34,4.91
62,9,73,12.90
12,7,64,2.81
2,4,46,2.58
17,6,62,5.32
5,4,47,6.71
12,4,47,6.77
9,9,70,6.23
46,1,2,9.84
36,7,64,7.77
66,9,70,9.58
68,5,51,6.99
8,7,66,6.02
